model,technique,implementation,sample_id,predicted_class,predicted_crop,top_features,top_feature_count,local_fidelity,faithfulness_probability_drop,stability_jaccard,sparsity,coverage,runtime_seconds
Logistic Regression,LIME,local weighted Ridge surrogate,0,0,Maize,categorical__crop_group_seasonal; numeric__mean_field_area_ha; categorical__crop_group_permanent; numeric__seasonal_plot_count; numeric__max_field_area_ha; categorical__primary_tenure_98.0; categorical__head_education_PRIMARY EDUCATION COMPLETE; categorical__head_education_None,8,0.4594916129163312,0.0,0.6,0.9436619718309859,1.0,0.01713749999908032
Logistic Regression,SHAP,single-baseline occlusion Shapley approximation,0,0,Maize,numeric__mean_field_area_ha; numeric__max_field_area_ha; numeric__input_record_count; numeric__pesticide_type_count; numeric__head_age; categorical__head_education_PRIMARY EDUCATION COMPLETE; categorical__dominant_crop_system_PURE STAND; numeric__equipment_use_share,8,0.8744347888937799,0.051916022928582134,1.0,0.9436619718309859,1.0,0.043407099998148624
Logistic Regression,Anchors,greedy high-precision feature rule,0,0,Maize,categorical__head_education_PRIMARY EDUCATION COMPLETE; numeric__mixed_crop_share; numeric__temp_range; numeric__s4a_cultivated_land_share; numeric__rainfall_max_monthly_2023_24,5,0.4117647058823529,0.04185291631754129,0.0,0.9647887323943662,0.2125,0.007100200000422774
Logistic Regression,LIME,local weighted Ridge surrogate,1,0,Maize,numeric__mean_field_area_ha; numeric__equipment_type_count; categorical__primary_tenure_93.0; categorical__head_education_PRIMARY EDUCATION COMPLETE; categorical__head_education_SECONDARY/ADVANCED EDUCATION INCOMPLETE; numeric__head_formally_educated; categorical__crop_group_seasonal; categorical__primary_tenure_98.0,8,0.4591834000759958,0.0,0.3333333333333333,0.9436619718309859,1.0,0.007283399998414097
Logistic Regression,SHAP,single-baseline occlusion Shapley approximation,1,0,Maize,numeric__mean_field_area_ha; categorical__head_education_PRE-SCHOOL; numeric__fertilizer_kg; categorical__dominant_crop_system_PURE STAND; numeric__max_field_area_ha; categorical__head_education_PRIMARY EDUCATION COMPLETE; numeric__seasonal_plot_area_ha; numeric__mixed_crop_share,8,0.9589227097622156,0.02203165244057248,1.0,0.9436619718309859,1.0,0.03811470000073314
Logistic Regression,Anchors,greedy high-precision feature rule,1,0,Maize,numeric__soil_k_max; numeric__soil_ph_median; numeric__maize_recent_market_price_tzs_mean; numeric__maize_recent_market_price_usd_mean; categorical__s4a_dominant_slope_class_Flat (0 - 0.5%),5,0.3333333333333333,0.002152036518402789,1.0,0.9647887323943662,0.225,0.011436000000685453
Logistic Regression,LIME,local weighted Ridge surrogate,2,0,Maize,numeric__mean_field_area_ha; categorical__crop_group_seasonal; categorical__primary_tenure_98.0; categorical__crop_group_permanent; numeric__max_field_area_ha; numeric__fertilizer_kg; numeric__seasonal_plot_count; categorical__head_education_None,8,0.45409018614451413,0.04404413386143152,0.7777777777777778,0.9436619718309859,1.0,0.008772199998929864
Logistic Regression,SHAP,single-baseline occlusion Shapley approximation,2,0,Maize,numeric__mean_field_area_ha; numeric__max_field_area_ha; numeric__unique_input_count; numeric__head_formally_educated; categorical__head_education_None; numeric__formally_educated_share; numeric__input_record_count; numeric__field_count,8,0.6687930939626726,0.1023172291725239,1.0,0.9436619718309859,1.0,0.0460477999986324
Logistic Regression,Anchors,greedy high-precision feature rule,2,0,Maize,numeric__s4a_min_altitude; numeric__s4a_rainfed_share; numeric__rainfall_vuli_total; numeric__soil_al_mean; numeric__soil_al_median,5,0.23333333333333334,0.016565928115998718,0.6666666666666666,0.9647887323943662,0.375,0.01704500000050757
Logistic Regression,LIME,local weighted Ridge surrogate,3,0,Maize,categorical__crop_group_permanent; categorical__crop_group_seasonal; numeric__mean_field_area_ha; numeric__head_formally_educated; numeric__max_field_area_ha; numeric__seasonal_plot_count; categorical__head_education_None; numeric__formally_educated_share,8,0.4802008076094868,0.0,0.6,0.9436619718309859,1.0,0.025518600003124448
Logistic Regression,SHAP,single-baseline occlusion Shapley approximation,3,0,Maize,numeric__mean_field_area_ha; numeric__max_field_area_ha; numeric__unique_input_count; numeric__head_formally_educated; categorical__head_education_None; numeric__formally_educated_share; numeric__input_record_count; numeric__field_count,8,0.6687930939626726,0.1023172291725239,1.0,0.9436619718309859,1.0,0.04064769999968121
Logistic Regression,Anchors,greedy high-precision feature rule,3,0,Maize,numeric__s4a_min_altitude; numeric__s4a_rainfed_share; numeric__rainfall_vuli_total; numeric__soil_al_mean; numeric__soil_al_median,5,0.23333333333333334,0.016565928115998718,1.0,0.9647887323943662,0.375,0.00823119999768096
Logistic Regression,LIME,local weighted Ridge surrogate,4,0,Maize,numeric__mean_field_area_ha; categorical__crop_group_permanent; categorical__crop_group_seasonal; categorical__primary_tenure_98.0; numeric__max_field_area_ha; numeric__head_formally_educated; categorical__primary_tenure_94.0; numeric__seasonal_plot_count,8,0.5211172487690467,0.0,0.7777777777777778,0.9436619718309859,1.0,0.007364400000369642
Logistic Regression,SHAP,single-baseline occlusion Shapley approximation,4,0,Maize,numeric__mean_field_area_ha; numeric__max_field_area_ha; numeric__unique_input_count; numeric__head_formally_educated; categorical__head_education_None; numeric__formally_educated_share; numeric__input_record_count; numeric__field_count,8,0.6687930939626726,0.1023172291725239,1.0,0.9436619718309859,1.0,0.040815500000462634
Logistic Regression,Anchors,greedy high-precision feature rule,4,0,Maize,numeric__s4a_min_altitude; numeric__s4a_rainfed_share; numeric__rainfall_vuli_total; numeric__soil_al_mean; numeric__soil_al_median,5,0.23333333333333334,0.016565928115998718,1.0,0.9647887323943662,0.375,0.007753700003377162
Logistic Regression,LIME,local weighted Ridge surrogate,5,2,Beans,numeric__max_field_area_ha; categorical__primary_tenure_98.0; numeric__mean_field_area_ha; numeric__mean_seasonal_plot_area_ha; numeric__unique_input_count; numeric__seasonal_plot_area_ha; numeric__pure_stand_share; categorical__crop_group_permanent,8,0.48586019990747753,0.0,0.45454545454545453,0.9436619718309859,1.0,0.0075037000024167355
Logistic Regression,SHAP,single-baseline occlusion Shapley approximation,5,2,Beans,numeric__max_field_area_ha; numeric__mean_field_area_ha; numeric__intercropped_share; numeric__mean_seasonal_plot_area_ha; numeric__seasonal_plot_count; numeric__seasonal_plot_area_ha; numeric__household_size; categorical__primary_tenure_92.0,8,0.9935807029786087,0.0737712460473805,1.0,0.9436619718309859,1.0,0.0412579999974696
Logistic Regression,Anchors,greedy high-precision feature rule,5,2,Beans,categorical__head_education_PRIMARY EDUCATION COMPLETE; numeric__s4a_mean_altitude,2,1.0,0.014969364255865536,0.3333333333333333,0.9859154929577465,0.2875,0.01056339999922784
Logistic Regression,LIME,local weighted Ridge surrogate,6,0,Maize,numeric__mean_field_area_ha; categorical__head_education_None; numeric__max_field_area_ha; categorical__head_education_SECONDARY/ADVANCED EDUCATION INCOMPLETE; categorical__primary_tenure_94.0; categorical__primary_tenure_93.0; categorical__primary_tenure_98.0; numeric__fertilizer_kg,8,0.4770481519019538,0.12489409747269442,0.45454545454545453,0.9436619718309859,1.0,0.010341699999116827
Logistic Regression,SHAP,single-baseline occlusion Shapley approximation,6,0,Maize,numeric__mean_field_area_ha; numeric__household_size; numeric__fertilizer_kg; numeric__seasonal_plot_area_ha; categorical__dominant_crop_system_PURE STAND; numeric__mixed_crop_share; numeric__field_count; categorical__primary_tenure_89.0,8,0.8854795235435792,0.06773636541536054,1.0,0.9436619718309859,1.0,0.04494239999985439
Logistic Regression,Anchors,greedy high-precision feature rule,6,0,Maize,numeric__soil_k_max; numeric__soil_ph_median; numeric__maize_recent_market_price_tzs_mean; numeric__maize_recent_market_price_usd_mean; categorical__s4a_dominant_slope_class_Flat (0 - 0.5%),5,0.3333333333333333,0.002167723255864895,1.0,0.9647887323943662,0.225,0.009305800002039177
Logistic Regression,LIME,local weighted Ridge surrogate,7,1,Paddy,numeric__pure_stand_share; numeric__unique_input_count; numeric__head_formally_educated; categorical__primary_tenure_93.0; numeric__mean_seasonal_plot_area_ha; numeric__equipment_type_count; numeric__seasonal_plot_count; numeric__seasonal_plot_area_ha,8,0.512481797360721,0.4003491179979253,0.6,0.9436619718309859,1.0,0.010148499997740146
Logistic Regression,SHAP,single-baseline occlusion Shapley approximation,7,1,Paddy,numeric__seasonal_plot_count; numeric__seasonal_plot_area_ha; numeric__pure_stand_share; numeric__equipment_type_count; numeric__mean_seasonal_plot_area_ha; numeric__head_formally_educated; categorical__head_education_None; numeric__mixed_crop_share,8,0.6195540829447523,0.37808631268765247,1.0,0.9436619718309859,1.0,0.04240829999980633
Logistic Regression,Anchors,greedy high-precision feature rule,7,1,Paddy,numeric__rice_paddy_market_observation_count; numeric__beans_market_price_tzs_max; numeric__beans_market_observation_count; numeric__s4a_min_altitude; numeric__s4a_rainfed_share,5,0.75,0.058038601391351585,1.0,0.9647887323943662,0.15,0.010973500000545755
Logistic Regression,LIME,local weighted Ridge surrogate,8,1,Paddy,numeric__unique_input_count; numeric__mean_seasonal_plot_area_ha; numeric__seasonal_plot_count; categorical__head_education_SECONDARY/ADVANCED EDUCATION INCOMPLETE; numeric__equipment_type_count; numeric__head_literate; categorical__primary_tenure_93.0; numeric__seasonal_plot_area_ha,8,0.47777139902577004,0.20163999858753717,0.6,0.9436619718309859,1.0,0.008368499999050982
Logistic Regression,SHAP,single-baseline occlusion Shapley approximation,8,1,Paddy,numeric__seasonal_plot_count; numeric__seasonal_plot_area_ha; numeric__pure_stand_share; numeric__head_formally_educated; numeric__equipment_type_count; numeric__mean_seasonal_plot_area_ha; categorical__head_education_None; numeric__mixed_crop_share,8,0.47248078026447893,0.44139495720888444,1.0,0.9436619718309859,1.0,0.03717450000112876
Logistic Regression,Anchors,greedy high-precision feature rule,8,1,Paddy,numeric__rice_paddy_market_observation_count; numeric__beans_market_price_tzs_max; numeric__beans_market_observation_count; numeric__s4a_min_altitude; numeric__s4a_rainfed_share,5,0.75,0.05773198812929592,1.0,0.9647887323943662,0.15,0.012463399998523528
Logistic Regression,LIME,local weighted Ridge surrogate,9,2,Beans,categorical__crop_group_seasonal; categorical__crop_group_permanent; numeric__max_field_area_ha; numeric__mean_field_area_ha; categorical__primary_tenure_98.0; categorical__head_education_None; categorical__region_name_Kilimanjaro; numeric__pesticide_type_count,8,0.45018501267097044,0.0,0.45454545454545453,0.9436619718309859,1.0,0.009422499999345746
Logistic Regression,SHAP,single-baseline occlusion Shapley approximation,9,2,Beans,numeric__max_field_area_ha; numeric__mean_field_area_ha; numeric__mean_seasonal_plot_area_ha; numeric__field_count; numeric__total_field_area_ha; numeric__seasonal_plot_area_ha; numeric__seasonal_plot_count; numeric__intercropped_share,8,0.9502753031862474,0.0,0.7777777777777778,0.9436619718309859,1.0,0.054664599996613106
Logistic Regression,Anchors,greedy high-precision feature rule,9,2,Beans,numeric__temp_mean; numeric__s4a_erosion_share; numeric__s4a_inorganic_input_share; numeric__s4a_cereal_share; numeric__soil_k_mean,5,0.7692307692307693,0.02080923784742572,0.0,0.9647887323943662,0.325,0.011502699999255128
Logistic Regression,LIME,local weighted Ridge surrogate,10,2,Beans,categorical__crop_group_seasonal; categorical__crop_group_permanent; numeric__max_field_area_ha; categorical__primary_tenure_98.0; numeric__mean_field_area_ha; numeric__mean_seasonal_plot_area_ha; numeric__unique_input_count; numeric__temp_mean,8,0.4404544378398806,0.010874645533200666,0.3333333333333333,0.9436619718309859,1.0,0.01896669999769074
Logistic Regression,SHAP,single-baseline occlusion Shapley approximation,10,2,Beans,numeric__max_field_area_ha; numeric__mean_field_area_ha; numeric__mean_seasonal_plot_area_ha; numeric__field_count; numeric__total_field_area_ha; numeric__seasonal_plot_area_ha; numeric__seasonal_plot_count; numeric__intercropped_share,8,0.9502753031862474,0.0,0.7777777777777778,0.9436619718309859,1.0,0.045477600000594975
Logistic Regression,Anchors,greedy high-precision feature rule,10,2,Beans,numeric__temp_mean; numeric__s4a_erosion_share; numeric__s4a_inorganic_input_share; numeric__s4a_cereal_share; numeric__soil_k_mean,5,0.7692307692307693,0.02080923784742572,0.0,0.9647887323943662,0.325,0.008889799999451498
Logistic Regression,LIME,local weighted Ridge surrogate,11,2,Beans,categorical__crop_group_permanent; categorical__crop_group_seasonal; categorical__primary_tenure_98.0; numeric__mean_field_area_ha; numeric__maize_market_price_tzs_mean; numeric__s4a_pulses_share; numeric__max_field_area_ha; numeric__soil_ph_max,8,0.44962103223822025,0.0,0.45454545454545453,0.9436619718309859,1.0,0.01012559999799123
Logistic Regression,SHAP,single-baseline occlusion Shapley approximation,11,2,Beans,numeric__max_field_area_ha; numeric__mean_field_area_ha; numeric__mean_seasonal_plot_area_ha; numeric__field_count; numeric__total_field_area_ha; numeric__seasonal_plot_area_ha; numeric__seasonal_plot_count; numeric__intercropped_share,8,0.9502753031862474,0.0,0.7777777777777778,0.9436619718309859,1.0,0.046273899999505375
Logistic Regression,Anchors,greedy high-precision feature rule,11,2,Beans,numeric__temp_mean; numeric__s4a_erosion_share; numeric__s4a_inorganic_input_share; numeric__s4a_cereal_share; numeric__soil_k_mean,5,0.7692307692307693,0.02080923784742572,0.0,0.9647887323943662,0.325,0.009291200000006938
Random Forest,LIME,local weighted Ridge surrogate,0,0,Maize,numeric__max_field_area_ha; numeric__mean_field_area_ha; numeric__mean_seasonal_plot_area_ha; numeric__fertilizer_kg; numeric__pesticide_type_count; numeric__s4a_irrigated_share; numeric__total_field_area_ha; numeric__rice_paddy_market_price_tzs_max,8,0.3949166452566556,0.03347267229218631,0.45454545454545453,0.9436619718309859,1.0,0.13098969999919063
Random Forest,SHAP,single-baseline occlusion Shapley approximation,0,0,Maize,categorical__dominant_crop_system_PURE STAND; numeric__input_record_count; numeric__mixed_crop_share; numeric__fertilizer_kg; numeric__mean_seasonal_plot_area_ha; categorical__primary_tenure_95.0; numeric__head_age; numeric__pesticide_type_count,8,0.8093496692421729,0.12105544277384456,0.7777777777777778,0.9436619718309859,1.0,14.637290000002395
Random Forest,Anchors,greedy high-precision feature rule,0,0,Maize,numeric__mixed_crop_share; numeric__pesticide_liters; numeric__literate_share; numeric__pure_stand_share,4,1.0,0.05912373422770689,0.125,0.971830985915493,0.0375,0.11851320000278065
Random Forest,LIME,local weighted Ridge surrogate,1,0,Maize,numeric__max_field_area_ha; numeric__fallow_plot_share; numeric__fertilizer_kg; numeric__maize_market_price_tzs_max; categorical__primary_tenure_93.0; numeric__pure_stand_share; numeric__s4a_pulses_share; numeric__soil_k_median,8,0.3285521062046639,0.1030340843351698,0.3333333333333333,0.9436619718309859,1.0,0.13414349999948172
Random Forest,SHAP,single-baseline occlusion Shapley approximation,1,0,Maize,numeric__mixed_crop_share; categorical__head_education_PRE-SCHOOL; numeric__fertilizer_kg; numeric__fallow_plot_share; numeric__total_field_area_ha; numeric__pure_stand_share; numeric__soil_al_max; numeric__maize_market_price_tzs_max,8,0.9062995136775001,0.09160279139939742,0.6,0.9436619718309859,1.0,16.686487200000556
Random Forest,Anchors,greedy high-precision feature rule,1,0,Maize,numeric__mixed_crop_share; numeric__s4a_min_altitude; numeric__s4a_rainfed_share; numeric__rainfall_vuli_total; numeric__soil_al_mean,5,0.2222222222222222,0.10536747716288863,0.6666666666666666,0.9647887323943662,0.3375,0.12112580000029993
Random Forest,LIME,local weighted Ridge surrogate,2,0,Maize,numeric__total_field_area_ha; numeric__mean_field_area_ha; numeric__s4a_min_altitude; numeric__soil_n_min; numeric__fertilizer_kg; numeric__maize_market_observation_count; numeric__soil_n_median; numeric__working_age_members,8,0.3854069875719526,0.10343321021699708,0.3333333333333333,0.9436619718309859,1.0,0.1626049000005878
Random Forest,SHAP,single-baseline occlusion Shapley approximation,2,0,Maize,numeric__seasonal_plot_count; numeric__mixed_crop_share; numeric__fertilizer_type_count; numeric__mean_seasonal_plot_area_ha; numeric__total_field_area_ha; numeric__unique_input_count; numeric__input_record_count; categorical__dominant_crop_system_PURE STAND,8,0.9307906932482848,0.06572830064950791,1.0,0.9436619718309859,1.0,15.674783200000093
Random Forest,Anchors,greedy high-precision feature rule,2,0,Maize,numeric__rice_paddy_market_observation_count; numeric__beans_market_price_tzs_max; numeric__beans_market_observation_count; numeric__mixed_crop_share; numeric__s4a_min_altitude,5,0.2727272727272727,0.0862142132693845,1.0,0.9647887323943662,0.1375,0.11111970000274596
Random Forest,LIME,local weighted Ridge surrogate,3,0,Maize,numeric__total_field_area_ha; numeric__s4a_min_altitude; numeric__soil_n_median; numeric__mean_field_area_ha; numeric__fertilizer_kg; numeric__pesticide_type_count; numeric__seasonal_plot_area_ha; numeric__seasonal_plot_count,8,0.344758667193676,0.037420252784689745,0.3333333333333333,0.9436619718309859,1.0,0.1322435999973095
Random Forest,SHAP,single-baseline occlusion Shapley approximation,3,0,Maize,numeric__seasonal_plot_count; numeric__mixed_crop_share; numeric__fertilizer_type_count; numeric__mean_seasonal_plot_area_ha; numeric__total_field_area_ha; numeric__unique_input_count; numeric__input_record_count; categorical__dominant_crop_system_PURE STAND,8,0.9307906932482694,0.06572830064950802,1.0,0.9436619718309859,1.0,13.777511600001162
Random Forest,Anchors,greedy high-precision feature rule,3,0,Maize,numeric__rice_paddy_market_observation_count; numeric__beans_market_price_tzs_max; numeric__beans_market_observation_count; numeric__mixed_crop_share; numeric__s4a_min_altitude,5,0.2727272727272727,0.08621421326938461,1.0,0.9647887323943662,0.1375,0.11124290000225301
Random Forest,LIME,local weighted Ridge surrogate,4,0,Maize,numeric__total_field_area_ha; numeric__s4a_min_altitude; numeric__s4a_bare_soil_share; numeric__soil_al_median; numeric__literate_share; categorical__crop_group_permanent; numeric__maize_recent_market_price_tzs_mean; numeric__soil_n_max,8,0.3728161487874888,0.056343928610552096,0.14285714285714285,0.9436619718309859,1.0,0.12986350000210223
Random Forest,SHAP,single-baseline occlusion Shapley approximation,4,0,Maize,numeric__seasonal_plot_count; numeric__mixed_crop_share; numeric__fertilizer_type_count; numeric__mean_seasonal_plot_area_ha; numeric__total_field_area_ha; numeric__unique_input_count; numeric__input_record_count; categorical__dominant_crop_system_PURE STAND,8,0.9307906932482689,0.06572830064950802,1.0,0.9436619718309859,1.0,15.873828899999353
Random Forest,Anchors,greedy high-precision feature rule,4,0,Maize,numeric__rice_paddy_market_observation_count; numeric__beans_market_price_tzs_max; numeric__beans_market_observation_count; numeric__mixed_crop_share; numeric__s4a_min_altitude,5,0.2727272727272727,0.08621421326938461,1.0,0.9647887323943662,0.1375,0.12290990000110469
Random Forest,LIME,local weighted Ridge surrogate,5,0,Maize,numeric__fertilizer_kg; numeric__soil_n_max; numeric__fertilizer_type_count; numeric__beans_market_price_tzs_mean; numeric__soil_n_min; numeric__rainfall_max_monthly_2023_24; numeric__max_field_area_ha; numeric__rainfall_total_2023_24,8,0.25462388293619,0.08866181199106649,0.06666666666666667,0.9436619718309859,1.0,0.13171990000046208
Random Forest,SHAP,single-baseline occlusion Shapley approximation,5,0,Maize,numeric__fertilizer_kg; numeric__mixed_crop_share; numeric__seasonal_plot_area_ha; numeric__female_share; numeric__mean_field_area_ha; numeric__soil_n_max; numeric__total_field_area_ha; numeric__s4a_min_altitude,8,0.9958320399486165,0.019280247648872706,0.7777777777777778,0.9436619718309859,1.0,14.147497300000396
Random Forest,Anchors,greedy high-precision feature rule,5,0,Maize,numeric__mixed_crop_share; numeric__s4a_min_altitude; numeric__s4a_rainfed_share; numeric__rainfall_vuli_total; numeric__soil_al_mean,5,0.2222222222222222,0.1180636279353175,1.0,0.9647887323943662,0.3375,0.10778800000116462
Random Forest,LIME,local weighted Ridge surrogate,6,0,Maize,numeric__fertilizer_kg; numeric__soil_p_max; numeric__soil_p_mean; numeric__working_age_members; numeric__rice_paddy_market_price_usd_mean; numeric__maize_market_price_usd_mean; categorical__head_sex_Female; numeric__mean_field_area_ha,8,0.36621902697838715,0.008587403971506702,0.06666666666666667,0.9436619718309859,1.0,0.12907569999879343
Random Forest,SHAP,single-baseline occlusion Shapley approximation,6,0,Maize,numeric__intercropped_share; numeric__literate_share; numeric__pure_stand_share; numeric__field_count; numeric__fertilizer_kg; numeric__working_age_members; numeric__s4a_bare_soil_share; numeric__s4a_min_altitude,8,0.992692007247907,0.18324620719270102,1.0,0.9436619718309859,1.0,13.827127200001996
Random Forest,Anchors,greedy high-precision feature rule,6,0,Maize,numeric__mixed_crop_share; numeric__s4a_min_altitude; numeric__s4a_rainfed_share; numeric__rainfall_vuli_total; numeric__soil_al_mean,5,0.2222222222222222,0.07899277687018325,0.42857142857142855,0.9647887323943662,0.3375,0.125236899999436
Random Forest,LIME,local weighted Ridge surrogate,7,0,Maize,numeric__total_field_area_ha; numeric__mean_field_area_ha; numeric__max_field_area_ha; numeric__seasonal_plot_area_ha; categorical__head_education_None; numeric__soil_n_min; numeric__soil_n_mean; numeric__literate_share,8,0.3052206896463717,0.17257546667541657,0.23076923076923078,0.9436619718309859,1.0,0.13224609999815584
Random Forest,SHAP,single-baseline occlusion Shapley approximation,7,0,Maize,numeric__equipment_type_count; numeric__formally_educated_share; numeric__total_field_area_ha; numeric__mixed_crop_share; categorical__head_sex_Male; numeric__field_count; numeric__head_formally_educated; numeric__seasonal_plot_count,8,0.0,0.42527160375478623,0.6,0.9436619718309859,1.0,15.679136100003234
Random Forest,Anchors,greedy high-precision feature rule,7,0,Maize,numeric__rice_paddy_market_observation_count; numeric__beans_market_price_tzs_max; numeric__beans_market_observation_count; numeric__mixed_crop_share; numeric__s4a_min_altitude,5,0.2727272727272727,0.10415145246612001,1.0,0.9647887323943662,0.1375,0.12279249999846797
Random Forest,LIME,local weighted Ridge surrogate,8,0,Maize,numeric__mean_field_area_ha; numeric__max_field_area_ha; numeric__soil_p_min; numeric__soil_ph_max; categorical__crop_group_seasonal; numeric__pure_stand_share; numeric__pesticide_liters; numeric__soil_al_min,8,0.1903195589394896,0.13482937264669503,0.14285714285714285,0.9436619718309859,1.0,0.1309609999989334
Random Forest,SHAP,single-baseline occlusion Shapley approximation,8,0,Maize,numeric__equipment_type_count; categorical__head_sex_Male; numeric__mean_seasonal_plot_area_ha; numeric__mixed_crop_share; numeric__formally_educated_share; numeric__working_age_members; numeric__seasonal_plot_count; categorical__head_sex_Female,8,0.0,0.43105824151524624,1.0,0.9436619718309859,1.0,17.565056800001912
Random Forest,Anchors,greedy high-precision feature rule,8,0,Maize,numeric__rice_paddy_market_observation_count; numeric__beans_market_price_tzs_max; numeric__beans_market_observation_count; numeric__mixed_crop_share; numeric__s4a_min_altitude,5,0.2727272727272727,0.11373197074212493,1.0,0.9647887323943662,0.1375,0.22018890000254032
Random Forest,LIME,local weighted Ridge surrogate,9,2,Beans,numeric__mean_field_area_ha; numeric__soil_n_max; numeric__mean_seasonal_plot_area_ha; numeric__maize_market_price_tzs_max; numeric__pure_stand_share; numeric__literate_share; categorical__head_education_PRIMARY EDUCATION COMPLETE; numeric__s4a_bare_soil_share,8,0.33167950154453874,0.023653073220565035,0.23076923076923078,0.9436619718309859,1.0,0.18421310000121593
Random Forest,SHAP,single-baseline occlusion Shapley approximation,9,2,Beans,numeric__mixed_crop_share; categorical__head_education_PRIMARY EDUCATION COMPLETE; numeric__mean_field_area_ha; numeric__mean_member_age; numeric__total_field_area_ha; numeric__seasonal_plot_area_ha; numeric__field_count; numeric__household_size,8,0.8113251325714643,0.12308339286221887,0.6,0.9436619718309859,1.0,18.25648170000204
Random Forest,Anchors,greedy high-precision feature rule,9,2,Beans,numeric__max_field_area_ha; numeric__total_field_area_ha; numeric__rice_paddy_market_observation_count; numeric__beans_market_price_tzs_max; numeric__beans_market_observation_count,5,0.71875,0.05631879204571605,0.0,0.9647887323943662,0.4,0.1597927000002528
Random Forest,LIME,local weighted Ridge surrogate,10,2,Beans,numeric__mean_field_area_ha; numeric__total_field_area_ha; numeric__maize_recent_market_price_tzs_median; numeric__rice_paddy_market_price_tzs_mean; numeric__pure_stand_share; numeric__maize_market_price_tzs_max; numeric__working_age_members; numeric__soil_n_max,8,0.3021609840381725,0.08591329233882428,0.14285714285714285,0.9436619718309859,1.0,0.15745160000005853
Random Forest,SHAP,single-baseline occlusion Shapley approximation,10,2,Beans,numeric__mixed_crop_share; categorical__head_education_PRIMARY EDUCATION COMPLETE; numeric__mean_field_area_ha; numeric__mean_member_age; numeric__total_field_area_ha; numeric__seasonal_plot_area_ha; numeric__field_count; numeric__household_size,8,0.8113251325714639,0.12308339286221881,1.0,0.9436619718309859,1.0,14.322156999998697
Random Forest,Anchors,greedy high-precision feature rule,10,2,Beans,numeric__max_field_area_ha; numeric__total_field_area_ha; numeric__rice_paddy_market_observation_count; numeric__beans_market_price_tzs_max; numeric__beans_market_observation_count,5,0.71875,0.05631879204571599,0.0,0.9647887323943662,0.4,0.11222379999890109
